name_id,type_id,species,height,weight
Croagunk,"Poison Fighting","Toxic Mouth Pok̩mon",0.7,23
Cresselia,Psychic,"Lunar Pok̩mon",1.5,85.6
Crawdaunt,"Water Dark","Rogue Pok̩mon",1.1,32.8
Cranidos,Rock,"Head Butt Pok̩mon",0.9,31.5
Cramorant,"Flying Water","Gulp Pok̩mon",0.8,18
Cradily,"Rock Grass","Barnacle Pok̩mon",1.5,60.4
Crabrawler,Fighting,"Boxing Pok̩mon",0.6,7
Crabominable,"Fighting Ice","Woolly Crab Pok̩mon",1.7,180
Cottonee,"Grass Fairy","Cotton Puff Pok̩mon",0.3,0.6
Cosmog,Psychic,"Nebula Pok̩mon",0.2,0.1
Cosmoem,Psychic,"Protostar Pok̩mon",0.1,999.9
Corvisquire,Flying,"Raven Pok̩mon",0.8,16
Corviknight,"Flying Steel","Raven Pok̩mon",2.2,75
Corsola,Ghost,"Coral Pok̩mon",0.6,0.5
Corphish,Water,"Ruffian Pok̩mon",0.6,11.5
Copperajah,Steel,"Copperderm Pok̩mon",3,650
Conkeldurr,Fighting,"Muscular Pok̩mon",1.4,87
Comfey,Fairy,"Posy Picker Pok̩mon",0.1,0.3
Combusken,"Fire Fighting","Young Fowl Pok̩mon",0.9,19.5
Combee,"Bug Flying","Tiny Bee Pok̩mon",0.3,5.5
Cofagrigus,Ghost,"Coffin Pok̩mon",1.7,76.5
Cobalion,"Steel Fighting","Iron Will Pok̩mon",2.1,250
Coalossal,"Rock Fire","Coal Pok̩mon",2.8,310.5
Cloyster,"Water Ice","Bivalve Pok̩mon",1.5,132.5
Clodsire,"Poison Ground","Spiny Fish Pok̩mon",1.8,223
Clobbopus,Fighting,"Tantrum Pok̩mon",0.6,4
Cleffa,Fairy,"Star Shape Pok̩mon",0.3,3
Clefairy,Fairy,"Fairy Pok̩mon",0.6,7.5
Clefable,Fairy,"Fairy Pok̩mon",1.3,40
Claydol,"Ground Psychic","Clay Doll Pok̩mon",1.5,108
Clawitzer,Water,"Howitzer Pok̩mon",1.3,35.3
Clauncher,Water,"Water Gun Pok̩mon",0.5,8.3
Clamperl,Water,"Bivalve Pok̩mon",0.4,52.5
Cinderace,Fire,"Striker Pok̩mon",1.4,33
Cinccino,Normal,"Scarf Pok̩mon",0.5,7.5
Chingling,Psychic,"Bell Pok̩mon",0.2,0.6
Chinchou,"Water Electric","Angler Pok̩mon",0.5,12
Chimecho,Psychic,"Wind Chime Pok̩mon",0.6,1
Chimchar,Fire,"Chimp Pok̩mon",0.5,6.2
Chikorita,Grass,"Leaf Pok̩mon",0.9,6.4
Chien-Pao,"Dark Ice","Ruinous Pok̩mon",1.9,152.2
Chi-Yu,"Dark Fire","Ruinous Pok̩mon",0.4,4.9
Chewtle,Water,"Snapping Pok̩mon",0.3,8.5
Chespin,Grass,"Spiny Nut Pok̩mon",0.4,9
Chesnaught,"Grass Fighting","Spiny Armor Pok̩mon",1.6,90
Cherubi,Grass,"Cherry Pok̩mon",0.4,3.3
Cherrim,Grass,"Blossom Pok̩mon",0.5,9.3
Chatot,"Normal Flying","Music Note Pok̩mon",0.5,1.9
Charmeleon,Fire,"Flame Pok̩mon",1.1,19
Charmander,Fire,"Lizard Pok̩mon",0.6,8.5
Charjabug,"Bug Electric","Battery Pok̩mon",0.5,10.5
Charizard,"Fire Flying","Flame Pok̩mon",1.7,100.5
Charcadet,Fire,"Fire Child Pok̩mon",0.6,10.5
Chansey,Normal,"Egg Pok̩mon",1.1,34.6
Chandelure,"Ghost Fire","Luring Pok̩mon",1,34.3
Cetoddle,Ice,"Terra Whale Pok̩mon",1.2,45
Cetitan,Ice,"Terra Whale Pok̩mon",4.5,700
Ceruledge,"Fire Ghost","Fire Blades Pok̩mon",1.6,62
Centiskorch,"Fire Bug","Radiator Pok̩mon",3,120
Celesteela,"Steel Flying","Launch Pok̩mon",9.2,999.9
Celebi,"Psychic Grass","Time Travel Pok̩mon",0.6,5
Caterpie,Bug,"Worm Pok̩mon",0.3,2.9
Castform,Ice,"Weather Pok̩mon",0.3,0.8
Cascoon,Bug,"Cocoon Pok̩mon",0.7,11.5
Carvanha,"Water Dark","Savage Pok̩mon",0.8,20.8
Carracosta,"Water Rock","Prototurtle Pok̩mon",1.2,81
Carnivine,Grass,"Bug Catcher Pok̩mon",1.4,27
Carkol,"Rock Fire","Coal Pok̩mon",1.1,78
Carbink,"Rock Fairy","Jewel Pok̩mon",0.3,5.7
Capsakid,Grass,"Spicy Pepper Pok̩mo",0.3,3
Camerupt,"Fire Ground","Eruption Pok̩mon",2.5,320.5
Calyrex,"Psychic Ghost","High King Pok̩mon",2.4,53.6
Cacturne,"Grass Dark","Scarecrow Pok̩mon",1.3,77.4
Cacnea,Grass,"Cactus Pok̩mon",0.4,51.3
Buzzwole,"Bug Fighting","Swollen Pok̩mon",2.4,333.6
Butterfree,"Bug Flying","Butterfly Pok̩mon",1.1,32
Burmy,Bug,"Bagworm Pok̩mon",0.2,3.4
Bunnelby,Normal,"Digging Pok̩mon",0.4,5
Buneary,Normal,"Rabbit Pok̩mon",0.4,5.5
Bulbasaur,"Grass Poison","Seed Pok̩mon",0.7,6.9
Buizel,Water,"Sea Weasel Pok̩mon",0.7,29.5
Budew,"Grass Poison","Bud Pok̩mon",0.2,1.2
Bruxish,"Water Psychic","Gnash Teeth Pok̩mon",0.9,19
"Brute Bonnet","Grass Dark","Paradox Pok̩mon",1.2,21
Bronzor,"Steel Psychic","Bronze Pok̩mon",0.5,60.5
Bronzong,"Steel Psychic","Bronze Bell Pok̩mon",1.3,187
Brionne,Water,"Pop Star Pok̩mon",0.6,17.5
Breloom,"Grass Fighting","Mushroom Pok̩mon",1.2,39.2
Braviary,"Psychic Flying","Battle Cry Pok̩mon",1.7,43.4
Bramblin,"Grass Ghost","Tumbleweed Pok̩mon",0.6,0.6
Brambleghast,"Grass Ghost","Tumbleweed Pok̩mon",1.2,6
Braixen,Fire,"Fox Pok̩mon",1,14.5
Bounsweet,Grass,"Fruit Pok̩mon",0.3,3.2
Bouffalant,Normal,"Bash Buffalo Pok̩mo",1.6,94.6
Bonsly,Rock,"Bonsai Pok̩mon",0.5,15
Bombirdier,"Flying Dark","Item Drop Pok̩mon",1.5,42.9
Boltund,Electric,"Dog Pok̩mon",1,34
Boldore,Rock,"Ore Pok̩mon",0.9,102
Blitzle,Electric,"Electrified Pok̩mon",0.8,29.8
Blissey,Normal,"Happiness Pok̩mon",1.5,46.8
Blipbug,Bug,"Larva Pok̩mon",0.4,8
Blaziken,"Fire Fighting","Blaze Pok̩mon",1.9,52
Blastoise,Water,"Shellfish Pok̩mon",1.6,101.1
Blacephalon,"Fire Ghost","Fireworks Pok̩mon",1.8,13
Bisharp,"Dark Steel","Sword Blade Pok̩mon",1.6,70
Binacle,"Rock Water","Two-Handed Pok̩mon",0.5,31
Bidoof,Normal,"Plump Mouse Pok̩mon",0.5,20
Bibarel,"Normal Water","Beaver Pok̩mon",1,31.5
Bewear,"Normal Fighting","Strong Arm Pok̩mon",2.1,135
Bergmite,Ice,"Ice Chunk Pok̩mon",1,99.5
Bellsprout,"Grass Poison","Flower Pok̩mon",0.7,4
Bellossom,Grass,"Flower Pok̩mon",0.4,5.8
Bellibolt,Electric,"EleFrog Pok̩mon",1.2,113
Beldum,"Steel Psychic","Iron Ball Pok̩mon",0.6,95.2
Beheeyem,Psychic,"Cerebral Pok̩mon",1,34.5
Beedrill,"Bug Poison","Poison Bee Pok̩mon",1.4,40.5
Beautifly,"Bug Flying","Butterfly Pok̩mon",1,28.4
Beartic,Ice,"Freezing Pok̩mon",2.6,260
Bayleef,Grass,"Leaf Pok̩mon",1.2,15.8
Baxcalibur,"Dragon Ice","Ice Dragon Pok̩mon",2.1,210
Bastiodon,"Rock Steel","Shield Pok̩mon",1.3,149.5
Basculin,Water,"Mellow Pok̩mon",1,18
Basculegion,"Water Ghost","Big Fish Pok̩mon",3,110
Barraskewda,Water,"Skewer Pok̩mon",1.3,30
Barboach,"Water Ground","Whiskers Pok̩mon",0.4,1.9
Barbaracle,"Rock Water","Collective Pok̩mon",1.3,96
Banette,Ghost,"Marionette Pok̩mon",1.2,13
Baltoy,"Ground Psychic","Clay Doll Pok̩mon",0.5,21.5
Bagon,Dragon,"Rock Head Pok̩mon",0.6,42.1
Azurill,"Normal Fairy","Polka Dot Pok̩mon",0.2,2
Azumarill,"Water Fairy","Aqua Rabbit Pok̩mon",0.8,28.5
Azelf,Psychic,"Willpower Pok̩mon",0.3,0.3
Axew,Dragon,"Tusk Pok̩mon",0.6,18
Avalugg,"Ice Rock","Iceberg Pok̩mon",1.4,262.4
Aurorus,"Rock Ice","Tundra Pok̩mon",2.7,225
Audino,"Normal Fairy","Hearing Pok̩mon",1.5,32
Articuno,"Psychic Flying","Cruel Pok̩mon",1.7,50.9
Arrokuda,Water,"Rush Pok̩mon",0.5,1
Aron,"Steel Rock","Iron Armor Pok̩mon",0.4,60
Aromatisse,Fairy,"Fragrance Pok̩mon",0.8,15.5
Armarouge,"Fire Psychic","Fire Warrior Pok̩mo",1.5,85
Armaldo,"Rock Bug","Plate Pok̩mon",1.5,68.2
Ariados,"Bug Poison","Long Leg Pok̩mon",1.1,33.5
Arctozolt,"Electric Ice","Fossil Pok̩mon",2.3,150
Arctovish,"Water Ice","Fossil Pok̩mon",2,175
Arctibax,"Dragon Ice","Ice Fin Pok̩mon",0.8,30
Archeops,"Rock Flying","First Bird Pok̩mon",1.4,32
Archen,"Rock Flying","First Bird Pok̩mon",0.5,9.5
Archaludon,"Steel Dragon","Alloy Pok̩mon",2,60
Arceus,Normal,"Alpha Pok̩mon",3.2,320
Arcanine,"Fire Rock","Legendary Pok̩mon",2,168
Arboliva,"Grass Normal","Olive Pok̩mon",1.4,48.2
Arbok,Poison,"Cobra Pok̩mon",3.5,65
Araquanid,"Water Bug","Water Bubble Pok̩mo",1.8,82
Applin,"Grass Dragon","Apple Core Pok̩mon",0.2,0.5
Appletun,"Grass Dragon","Apple Nectar Pok̩mo",0.4,13
Anorith,"Rock Bug","Old Shrimp Pok̩mon",0.7,12.5
Annihilape,"Fighting Ghost","Rage Monkey Pok̩mon",1.2,56
Ampharos,"Electric Dragon","Light Pok̩mon",1.4,61.5
Amoonguss,"Grass Poison","Mushroom Pok̩mon",0.6,10.5
